id|nome|contrato_id
6dc2d18f-8c5e-4da0-bc80-ff09e002c023|DISTRITO|773af58b-44f1-4cf7-bac7-901cc3b1694c
d0722318-aba9-453e-abe1-ff223f7d77ca|DOCE MEL|773af58b-44f1-4cf7-bac7-901cc3b1694c
92e70498-5577-4798-a758-dcb331935a07|DP CAMPO BOM|3918b9ef-ea35-415a-b9f1-9790c863da7f
e9a8d981-32e2-4788-a38e-4359e00b1f06|DP CAPELA DE SANTANA|3918b9ef-ea35-415a-b9f1-9790c863da7f
e29c60e1-f029-444c-95dd-930c33c2b7e1|DP DOIS IRMÃOS|3918b9ef-ea35-415a-b9f1-9790c863da7f
c402366d-a5fe-47a4-9439-e79fa10f5d73|DP ESTÂNCIA VELHA|3918b9ef-ea35-415a-b9f1-9790c863da7f
5448b75a-d08a-4bab-9d0a-7068192033b8|DP ESTEIO|3918b9ef-ea35-415a-b9f1-9790c863da7f
affe6fd4-77ad-4275-bb27-903d4f3d56ea|DP GLORINHA|3918b9ef-ea35-415a-b9f1-9790c863da7f
cd79a50b-7c56-48d3-914e-77c8b823656f|DP IVOTI|3918b9ef-ea35-415a-b9f1-9790c863da7f
a6f0e762-95a4-4c5a-b448-05101d73d78d|DP NOVA HARTZ|3918b9ef-ea35-415a-b9f1-9790c863da7f
7e2aaeb0-81ac-4c89-aa82-e1d5c1e44cb6|DP NOVA SANTA RITA|3918b9ef-ea35-415a-b9f1-9790c863da7f
f3c333f7-e99d-42b1-8246-3c61d61b9205|DP PAROBÉ|3918b9ef-ea35-415a-b9f1-9790c863da7f
5823d056-4b2f-4b95-a134-4bde9858d205|DP PORTÃO|3918b9ef-ea35-415a-b9f1-9790c863da7f
b0f75b96-0ac1-4c30-9c5b-c3b65a8a791e|DP SANTA MARIA DO HERVAL|3918b9ef-ea35-415a-b9f1-9790c863da7f
1a15ad25-999a-445d-85fd-6d1ba8268a73|DP SAPIRANGA|3918b9ef-ea35-415a-b9f1-9790c863da7f
798a6a24-7e93-42ca-9bbc-881fe865162e|DPCI|3918b9ef-ea35-415a-b9f1-9790c863da7f
dd2db3e9-3f14-4137-9854-76ec9e85df53|DPPA ALVORADA|3918b9ef-ea35-415a-b9f1-9790c863da7f
9f22aedf-611a-4fd1-8cac-f27c082eb1d5|DPPA CANOAS|3918b9ef-ea35-415a-b9f1-9790c863da7f
af094d10-7b81-4619-86da-873ff7f0c380|DPPA GRAVATAÍ|3918b9ef-ea35-415a-b9f1-9790c863da7f
709b6750-41c7-4a63-a0da-a7117c2e7bcd|DPPA NOVO HAMBURGO|3918b9ef-ea35-415a-b9f1-9790c863da7f
8641edd2-271d-4989-a9fc-92fca3c86c8c|DPPA SÃO LEOPOLDO|3918b9ef-ea35-415a-b9f1-9790c863da7f
2e816c4d-d749-4263-be88-81103f268e55|DPPA VIAMÃO|3918b9ef-ea35-415a-b9f1-9790c863da7f
b0cad1c0-ad34-44e9-a0a9-5f59e48a93b1|DPRPA - 10ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
cbc85b1a-8899-491b-a438-8c67c3c2bcab|DPRPA - 11ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
f128b7fc-b34e-4cff-a9d0-f389d4636b4f|DPRPA - 12ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
cb2028ca-c142-4e78-84b0-985116c15462|DPRPA - 13ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
a676a343-667c-4901-8b5a-3b2bb9b459bc|DPRPA - 14ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
6b5dcf90-b05a-4976-87d9-a2cb78e87704|DPRPA - 15ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
d6cd4c43-4e0c-481c-8282-2ce152946723|DPRPA - 16ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
05e67124-8c37-4611-8acb-092d0d7741de|DPRPA - 17ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
e84e201b-f5d6-4ab3-a5d6-4d84f2f49029|DPRPA - 18ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
6e90e036-6edf-41e9-88d8-22a319522b2f|DPRPA - 19ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
23650be1-ec39-43d5-b37c-4b4159be1a40|DPRPA - 1ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
678ef4f0-8f42-48cb-88ae-6881c881df30|DPRPA - 20ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
8dc3ac46-e6b6-421e-b6e2-d542dce34df9|DPRPA - 2ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
2cb0ac42-0d6e-45d0-89d7-66c3122784b2|DPRPA - 3ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
f279e10c-5f0f-41b8-b11e-f10180eed807|DPRPA - 4ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
ab6886fe-bc40-4da3-a136-8558f444580f|DPRPA - 5ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
f21f51ec-4c31-4b37-99cf-292ace2dda0d|DPRPA - 6ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
1480912c-6683-42c1-b002-f61f7dff945e|DPRPA - 7ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
b3c42bfe-c762-41fd-9140-d8eba7297886|DPRPA - 8ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
228eb5d3-c188-4126-9b19-adc81eb8a254|DPRPA - 9ª DP|3918b9ef-ea35-415a-b9f1-9790c863da7f
56da54f6-92e8-46a4-8453-dbacf62809c6|DPTUR|3918b9ef-ea35-415a-b9f1-9790c863da7f
8f07da8d-2467-4e00-8f4d-a3e1e4a43934|DRACO CANOAS|3918b9ef-ea35-415a-b9f1-9790c863da7f
06e323c6-a1a8-46c8-ab5b-621a95b7feab|DRACO SÃO LEOPOLDO|3918b9ef-ea35-415a-b9f1-9790c863da7f
26df7715-27d3-4fa6-ae89-76460d4bad2b|DRACO VIAMÃO|3918b9ef-ea35-415a-b9f1-9790c863da7f
a4439a93-cdc9-4935-a3ca-a73a57fee242|DRTC|3918b9ef-ea35-415a-b9f1-9790c863da7f
0725d1ff-f982-49f0-9d04-8bd240695c1e|E.M.E.F ALMIRANTE|773af58b-44f1-4cf7-bac7-901cc3b1694c
229dc922-ebc3-4621-ba29-d8650c8b654b|E.M.E.F CANDIDO|773af58b-44f1-4cf7-bac7-901cc3b1694c
62287be5-8a0e-42c0-8a2a-ba0535b180a1|E.M.E.F CORPO SANTO|773af58b-44f1-4cf7-bac7-901cc3b1694c
c7e7c81e-3d28-4148-8f20-943bae6e0894|E.M.E.F FARROPILHA|773af58b-44f1-4cf7-bac7-901cc3b1694c
bd0d0ce7-e0e0-481d-ac57-1c62eb79acbd|E.M.E.F GENEROSO|773af58b-44f1-4cf7-bac7-901cc3b1694c
07347679-b324-4405-92f8-a4f553fbefa8|E.M.E.F GONCALVES DIAS|773af58b-44f1-4cf7-bac7-901cc3b1694c
18581275-0029-4ee7-951a-aee4e22a8713|E.M.E.F JOSUE|773af58b-44f1-4cf7-bac7-901cc3b1694c
ffac56a5-0970-495d-a19d-1c86e999cfc8|E.M.E.F LIBERATO|773af58b-44f1-4cf7-bac7-901cc3b1694c
8e236806-1a37-4562-8e44-738608ab1fd0|E.M.E.F MANOEL KUHN|773af58b-44f1-4cf7-bac7-901cc3b1694c
a51f2f79-972a-4853-ae19-f234fb5dda59|E.M.E.F MEIRELES|773af58b-44f1-4cf7-bac7-901cc3b1694c
81584858-6045-419d-9548-6543d0577671|E.M.E.F OSVALDO|773af58b-44f1-4cf7-bac7-901cc3b1694c
8d96e9a6-7a6d-42d6-a5e0-e6ca138ce287|E.M.E.F RAMBOR|773af58b-44f1-4cf7-bac7-901cc3b1694c
1850df78-eb7c-4e39-b119-e01e27add373|E.M.E.F SERAFIM|773af58b-44f1-4cf7-bac7-901cc3b1694c
6da807a1-d4c5-4f34-af62-b00e1cf8f61c|E.M.E.F TRISTÃO|773af58b-44f1-4cf7-bac7-901cc3b1694c
6f969312-2815-426f-a797-eb1a1c370b1c|E.M.E.I ALY POETA|773af58b-44f1-4cf7-bac7-901cc3b1694c
30ddd9b6-ad7e-46e1-ba73-51b4d9fe5571|E.M.E.I AMOR PERFEITO|773af58b-44f1-4cf7-bac7-901cc3b1694c
